ACCTAGE,DDA,DDABAL,DEP,DEPAMT,CHECKS,DIRDEP,NSF,NSFAMT,PHONE,TELLER,SAV,SAVBAL,ATM,ATMAMT,POS,POSAMT,CD,CDBAL,IRA,IRABAL,INV,INVBAL,MM,MMBAL,MMCRED,CC,CCBAL,CCPURC,SDB,INCOME,LORES,HMVAL,AGE,CRSCORE,INAREA,INS,BRANCH
2.7,1,2016.87,0,0,0,0,0,0,0,0,1,4252.83,0,0,0,0,1,28000,0,0,0,0,0,0,0,1,64326.86,0,0,40,14.5,94,32,612,1,1,B9
5.3,0,0,0,0,0,0,0,0,0,0,1,1473.58,1,118.31,1,76.37,0,0,0,0,0,0,0,0,0,1,2981.46,0,0,21,3,91,66,687,1,0,B10
6.2,1,308.71,3,2089.28,6,0,0,0,0,0,1,621.93,1,9691.09,0,0,1,25000,1,0,1,1314.69,0,0,0,1,9353.94,1,0,40,8,103,41,655,1,1,B1
3.6,1,4235.93,4,3550.46,17,1,0,0,0,5,0,0,1,296.06,0,0,0,0,0,0,0,0,0,0,0,1,42359.65,0,0,45,7,108,52,660,1,0,B5
2.2,1,4339.86,3,6472.81,8,0,0,0,0,1,1,3211.92,1,7475.25,0,0,0,0,0,0,0,0,0,0,0,1,8405.94,0,1,25,3,109,50,637,1,1,B4
1.8,1,962.2,2,942.52,0,0,0,0,0,4,0,0,1,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6.5,101,51,711,1,1,B16
21.3,1,24.59,1,112.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5702.55,0,0,7,3.5,106,41,628,1,0,B1
5.3,1,872.53,2,1311.93,1,0,0,0,0,0,1,2610.55,1,975.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,96,3,135,20,584,1,0,B2
2.3,1,1687.48,4,3144,18,0,0,0,4,0,1,39244.34,1,6408.76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,625,1,1,B2
0.3,0,0,0,0,0,0,0,0,,0,1,591.33,1,330.97,,,0,0,0,0,,,0,0,0,,,,0,45,8,100,37,645,1,0,B14
45.1,1,876.35,1,6.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15628.54,1,0,0,0,0,16,4.5,92,,,1,0,B5
2.6,1,236.9,3,843.02,0,0,0,0,0,0,1,376.21,1,963.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,669,1,0,B8
3.2,1,1546.18,4,3518.3,11,0,0,0,0,0,1,60390.78,1,28441.73,1,71.01,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,704,1,1,B3
24,1,1352.68,3,2427.46,9,0,0,0,2,9,1,677.96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38414.33,0,0,35,3.5,103,52,622,1,0,B17
,1,413.33,2,955.57,4,0,0,0,0,1,1,1320.66,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1706.33,1,0,18,4,93,44,667,1,0,B8
4.2,1,5325.09,1,1766.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,230102.58,0,0,15,10.5,113,34,729,1,0,B1
2.7,1,1858,1,2025.07,1,0,0,0,0,1,1,32609.65,1,3104.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,4.5,115,,,1,1,B4
8.6,1,1051.03,2,2528.25,8,0,0,0,0,0,0,0,1,2792.26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,661,1,0,B2
0.8,1,663.87,3,1025.94,6,1,0,0,0,0,1,165.42,1,829.92,1,56.01,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2.5,119,58,651,1,0,B1
2,1,1500.79,2,1917.72,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,7,99,53,623,1,0,B4
1.7,1,160.29,3,829.74,0,0,1,9.27,0,6,0,0,1,0,17,570.86,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,713,1,0,B3
6,0,0,0,0,0,0,0,0,0,0,1,18406.35,1,1451.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,43,5.5,109,32,689,1,1,B7
3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3901.16,1,0,20,10.5,94,43,728,1,0,B4
12.1,1,141.63,5,2205.12,1,1,1,8.08,1,0,0,0,1,512.1,15,396,0,0,0,0,0,0,0,0,0,1,2000.28,0,0,63,3.5,114,47,666,1,0,B3
0.3,1,14900.76,4,7171.73,8,1,0,0,0,3,0,0,1,2068.76,0,0,0,0,0,0,0,0,0,0,0,1,1688.93,0,0,5,6,118,47,623,1,1,B9
1.7,1,793.7,3,1952.16,4,0,0,0,1,0,0,0,1,2891.6,5,346.55,0,0,0,0,0,0,0,0,0,0,0,0,0,96,4.5,138,52,672,1,0,B2
16.2,1,1175.35,3,3174.11,4,0,0,0,0,1,0,0,1,2272.08,1,89.55,0,0,0,0,0,0,0,0,0,1,20805.5,0,0,5,13,86,65,746,1,0,B3
3.8,1,1423.38,1,1154.37,4,0,0,0,0,8,1,6352.69,0,0,0,0,1,19900,0,0,0,0,0,0,0,1,50.12,0,0,71,8.5,113,46,637,1,1,B13
3.9,1,1161.14,3,3425.15,12,1,0,0,4,3,1,2713.81,1,1117.02,0,0,0,0,0,0,0,0,1,15386.81,0,0,0,0,0,38,10.5,100,46,656,1,1,B4
5.6,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,,,1,15037.67,0,,,,1,21,12.5,88,58,678,1,0,B15
4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,107.02,0,0,,,,,690,1,1,B2
4.8,1,2258.16,3,3284.58,11,1,0,0,0,3,1,927.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47,11,100,54,645,1,0,B1
3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,6,98,30,583,1,0,B6
1.6,1,513.6,3,1027.95,2,1,0,0,0,0,1,0,1,903.83,0,0,0,0,0,0,0,0,0,0,0,1,204.99,0,0,47,5,118,35,651,1,0,B8
6.3,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,,,0,0,0,,,,0,19,4.5,99,39,692,1,0,B15
4.2,1,209.71,8,6239.31,25,0,0,0,1,4,0,0,1,4126.93,1,56.97,0,0,0,0,0,0,0,0,0,1,3878.8,0,0,,,,,641,1,0,B2
3.2,1,13061.91,2,204.26,0,0,0,0,,1,1,8105.4,1,22.35,,,0,0,0,0,,,0,0,0,,,,0,65,6,143,56,661,1,0,B14
2.4,0,0,0,0,0,0,0,0,0,0,1,22832.55,1,3120.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,6,100,32,672,1,0,B1
4.3,1,2007.28,2,3410.42,3,0,0,0,0,0,0,0,1,3765.78,2,120.7,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,708,1,0,B16
4.3,1,2322.68,2,7365.54,4,0,0,0,0,0,1,7754.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,109,17,572,1,0,B3
,1,2220.48,3,790.18,2,0,0,0,0,0,1,529.89,1,135.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,739,1,1,B2
4.9,1,119.46,2,244.83,3,0,0,0,0,0,1,540.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,632,1,0,B12
4.5,1,1456.26,3,2578.36,7,1,0,0,0,4,0,0,1,766.25,0,0,0,0,0,0,0,0,0,0,0,1,28892.41,2,0,40,8.5,115,19,683,1,0,B16
4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,11.5,126,51,692,1,0,B2
4.4,1,2730.62,2,1204.22,10,1,0,0,0,1,1,8486.57,0,0,4,188.46,0,0,0,0,0,0,0,0,0,1,2251.79,0,0,,,,,736,1,0,B2
0.5,1,714.97,1,2523.98,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6449.66,0,0,46,5.5,107,74,697,1,0,B6
5.8,1,272.63,6,1777.25,5,0,0,0,0,0,1,531.15,1,2113.22,6,130.62,1,7400,0,0,0,0,0,0,0,0,0,0,0,,,,,602,1,0,B5
4.4,1,520.2,1,790.03,10,0,0,0,0,2,0,0,1,243.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,110,36,585,1,0,B1
1.8,1,4548.02,2,4296.26,8,1,0,0,0,0,1,1070.37,1,2855.21,7,385.88,0,0,0,0,0,0,0,0,0,1,394.68,1,1,95,9.5,150,81,733,1,0,B4
7.1,1,11408.83,3,2042.45,3,0,0,0,0,1,0,0,1,2921.13,0,0,0,0,0,0,0,0,0,0,0,1,170.99,1,0,14,8.5,116,69,704,1,1,B5
17.1,1,1007.47,4,1661,17,1,0,0,0,0,1,12523.3,1,1142.75,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,37,9,115,27,642,1,1,B2
24.4,1,3857.47,2,2114.51,8,0,0,0,0,1,0,0,1,2160.57,0,0,0,0,0,0,0,0,0,0,0,1,273.1,0,0,13,8,100,44,619,1,0,B3
7.4,1,918.99,2,5672.92,10,1,0,0,0,0,1,6442.91,1,1759.31,0,0,1,8300,0,0,0,0,0,0,0,0,0,0,0,16,11.5,88,45,686,1,1,B3
3.6,0,0,0,0,0,0,0,0,0,0,1,41993.83,1,2781.44,0,0,0,0,0,0,0,0,0,0,0,1,306969.78,0,0,60,12.5,106,32,655,1,1,B16
9.5,1,845.26,3,2092.17,4,0,0,0,0,1,0,0,1,2134.36,3,188.4,0,0,0,0,0,0,0,0,0,1,0.58,1,0,,,,,688,1,0,B2
2.4,1,4323.56,2,2841.05,5,1,0,0,0,3,0,0,1,741.03,4,93.57,0,0,0,0,0,0,0,0,0,1,1942.49,0,0,92,10,122,44,686,1,1,B3
0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65700,0,0,0,0,0,0,0,0,0,0,1,53,6,103,48,626,1,1,B8
3.8,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,,,1,15200.79,0,,,,0,21,4,100,65,671,1,0,B19
3.2,1,1406.19,2,1280.55,0,0,0,0,,0,0,0,1,900.58,,,0,0,0,0,,,0,0,0,,,,0,10,3.5,102,36,694,1,0,B18
1,1,7040.29,2,15507.07,1,0,0,0,0,1,1,34690.97,0,0,0,0,0,0,1,17264.96,0,0,0,0,0,1,1264.48,0,0,,,,,717,1,1,B4
0.9,1,27893.25,2,7656.95,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,4,160,63,633,1,0,B3
,1,640.46,1,423.76,3,1,0,0,0,0,1,1094.91,1,231.77,0,0,0,0,0,0,0,0,0,0,0,1,633.38,1,1,,,,,676,1,0,B3
3.9,1,35772.05,2,4585.7,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,40180.94,2,1,240741.01,0,1,10,5.5,182,82,755,1,0,B16
2.3,0,0,0,0,0,0,0,0,0,0,1,35.18,1,1733.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,6.5,121,59,606,1,0,B4
5.8,0,0,0,0,0,0,0,0,0,0,1,2451.98,1,7756.83,0,0,1,35000,0,0,0,0,0,0,0,1,0,1,0,69,10.5,102,61,665,1,1,B4
13.1,1,1513.61,1,541.07,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,15714.11,1,0,0,0,0,,,,,705,1,0,B16
4.8,1,520.9,2,3456.98,11,0,1,15.77,0,0,0,0,1,3969.37,0,0,1,7500,0,0,0,0,0,0,0,0,0,0,0,35,10.5,85,51,630,1,0,B4
23.7,1,691.77,4,2889.07,9,1,0,0,0,2,1,230.36,1,3318.38,0,0,0,0,0,0,0,0,0,0,0,1,6483.37,0,0,50,5.5,113,47,640,1,0,B9
3.4,1,33.87,2,185.72,0,0,0,0,0,0,0,0,1,82.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,9,150,50,674,1,0,B9
9,1,143.59,1,668.69,0,0,0,0,1,0,0,0,1,768.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,5,182,27,610,1,0,B13
2,1,635.82,10,15178.28,8,0,1,33.16,10,25,1,62.76,1,57.84,0,0,0,0,0,0,0,0,0,0,0,1,4620.73,1,0,48,2.5,102,38,669,1,0,B5
4.8,1,4.56,2,135.65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,97,39,682,1,0,B2
,1,1023.8,5,1710.76,4,1,0,0,1,5,1,7.47,1,874.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,12.5,96,68,640,1,0,B4
2.3,1,530.12,3,1266.46,6,1,1,9.42,0,0,0,0,1,294.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,125,55,701,1,0,B1
2.7,1,2298.34,4,2617.52,3,0,0,0,1,0,0,0,1,3051.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,113,58,667,1,0,B3
0.3,1,18920.71,4,13039.92,4,1,0,0,0,7,1,746.43,1,334.02,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,3.5,119,78,693,1,0,B16
1.6,0,0,0,0,0,0,0,0,0,0,1,383.39,1,197.71,0,0,1,8100,0,0,0,0,0,0,0,1,65.25,0,0,24,9,87,30,628,1,1,B5
2.2,1,39055.18,2,1297.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,11.5,168,40,645,1,0,B5
3.8,1,2140.38,2,970.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,162584.13,0,0,75,6,117,52,681,1,1,B9
1,1,539.01,5,2169.88,12,1,0,0,0,1,1,513.32,1,709.46,4,119.88,0,0,0,0,0,0,0,0,0,0,0,0,1,41,11,110,,,1,0,B5
0.7,1,270.38,3,6379.9,3,0,0,0,5,11,0,0,1,147.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,3,154,31,639,1,0,B4
4.8,1,140.17,2,994.74,6,0,0,0,1,0,1,77.86,1,519.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,9,125,33,654,1,0,B8
7.7,1,5.1,2,44.16,0,0,0,0,2,3,1,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,10.5,101,67,718,1,0,B4
8.2,1,959.85,1,11.54,1,0,0,0,0,1,1,208.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58,4,127,32,664,1,0,B16
7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8100,0,0,0,0,1,15108.81,2,0,0,0,0,,,,,696,1,1,B2
4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15127.7,0,0,0,0,0,46,8,103,37,643,1,0,B4
,1,2618.43,3,6770.88,7,0,0,0,1,4,0,0,1,408.96,0,0,0,0,0,0,0,0,0,0,0,1,36.63,0,0,,,,,652,1,1,B2
,1,3170.15,2,1568.06,8,0,0,0,0,1,0,0,1,2046.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,707,1,0,B5
21.5,1,35.9,2,1206,4,1,1,3.08,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3359.21,0,0,28,3,117,43,591,1,0,B5
6.2,1,2663.97,3,10605.32,7,0,0,0,1,0,1,11183.35,1,11621.17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,14,101,69,714,1,0,B11
,1,22076.95,1,3429.88,9,1,0,0,0,1,1,61730.21,1,387.97,0,0,0,0,0,0,0,0,0,0,0,1,37453.67,0,0,30,9,141,43,687,1,0,B8
7.7,1,10503.89,2,4924.4,5,0,0,0,1,0,0,0,1,6334.69,0,0,0,0,0,0,0,0,1,22546.25,0,0,0,0,0,4,8.5,94,82,689,1,0,B3
0.8,1,682.28,2,454.15,2,1,0,0,0,0,1,17609.62,1,205.74,0,0,0,0,0,0,0,0,0,0,0,1,3.8,0,0,40,3,123,51,701,1,0,B4
18.9,1,1123.84,2,1873.83,3,0,0,0,0,0,1,10410.04,1,2013.44,0,0,0,0,0,0,0,0,0,0,0,1,3614.6,0,0,27,9.5,95,51,638,1,0,B16
1.8,1,158.3,1,8725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15641,0,0,5,6,90,44,675,1,0,B3
8.5,1,2959.11,2,5258.71,6,0,0,0,0,6,1,220.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,86,47,638,1,0,B4
9.5,1,2166.11,2,828.29,7,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,705,1,0,B2
0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58200,0,0,0,0,1,15043.19,0,0,0,0,0,27,3,100,35,617,1,1,B2
4.3,1,745.51,1,525.79,2,0,0,0,0,0,0,0,1,30.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7.5,105,23,629,1,0,B8
0.5,1,771.34,2,138.37,0,0,0,0,0,1,0,0,1,242.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,13.5,102,71,730,1,0,B4
3.9,1,2653.57,3,2465.19,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2394.36,0,0,42,6,114,52,651,1,0,B4
0.5,1,933.65,2,1650.09,7,0,0,0,0,2,0,0,1,977.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2.5,125,55,678,1,0,B7
6.9,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,1,21400,0,0,,,0,0,0,,,,0,17,4,99,18,599,1,0,B14
3.8,1,17573.88,1,771.94,4,0,0,0,0,2,1,19712.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,673,1,0,B8
1.1,1,708.48,2,1145.33,2,0,0,0,1,1,0,0,1,1267.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,104,22,659,1,0,B3
2.6,1,4206.2,2,2691.87,2,0,0,0,0,3,1,560.51,0,0,0,0,1,800,0,0,0,0,0,0,0,1,0,0,0,40,4.5,124,38,626,1,1,B4
9.3,1,3069.1,2,3639.31,16,0,0,0,0,2,1,37831.56,1,85.08,0,0,0,0,0,0,0,0,0,0,0,1,51615.77,1,0,45,7.5,106,53,677,1,0,B16
3.2,1,146.03,2,1148.43,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12160.25,0,0,,,,,629,1,0,B2
4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14996.34,0,0,0,0,0,29,13,91,57,693,1,0,B4
0.3,1,297.78,4,1235.2,1,0,0,0,0,0,1,0.12,1,1361.7,10,316.15,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,106,28,611,1,0,B3
21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14992.96,0,1,38.5,0,0,,,,,701,1,1,B8
3.9,1,651.68,1,465.67,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5.5,106,63,637,1,0,B3
0.3,1,3361.2,2,904.86,3,0,1,14.57,1,0,1,19197.71,1,479.85,2,137.8,0,0,0,0,0,0,0,0,0,0,0,0,0,79,6.5,142,48,716,1,0,B3
1.1,1,994.34,2,2103.88,4,0,0,0,0,0,1,169.25,1,2737.07,3,125.49,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,78,60,702,1,0,B7
4.2,1,1961.98,4,7730.61,9,1,0,0,0,1,1,464.15,0,0,0,0,0,0,0,0,0,0,1,16253.63,0,1,39.43,1,0,29,5,102,61,647,1,0,B6
4.3,0,0,0,0,0,0,0,0,0,0,1,14324.76,1,2471.67,8,145.41,0,0,0,0,0,0,0,0,0,1,0,0,0,46,6.5,100,45,611,1,1,B7
3.3,1,221.27,2,1108.74,3,0,0,0,0,0,1,5620.24,1,2350.81,0,0,0,0,0,0,0,0,0,0,0,1,358.24,0,0,14,9.5,86,55,646,1,1,B9
7.6,1,22.2,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,,,0,0,0,,,,0,59,5.5,121,35,618,1,0,B14
0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,121,27,617,0,0,B8
4.3,1,1213.49,4,2733.12,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,16011.24,1,1,305.65,0,0,,,,,692,1,1,B2
3.9,1,318.02,2,621.23,9,1,0,0,,3,1,2361.37,1,127.21,,,0,0,0,0,,,0,0,0,,,,0,20,7,96,41,596,1,1,B15
11.3,1,5714.58,1,1556.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66.63,0,0,60,8.5,123,50,670,1,1,B4
,1,3440.33,4,3717.68,8,1,0,0,0,0,1,14900.13,1,2639.72,5,373.41,0,0,0,0,0,0,0,0,0,1,0,0,0,37,8,114,24,673,1,0,B5
20.9,1,375.19,1,596.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,733,1,1,B8
0.7,1,863.33,6,4568.29,10,0,0,0,2,3,1,380.25,1,3312.91,4,153.57,0,0,0,0,0,0,0,0,0,1,664.95,0,0,30,6.5,103,48,658,1,0,B4
14.6,1,494.86,4,2427.14,17,0,1,88.18,0,3,1,290.27,1,2162.69,6,283.29,0,0,1,4605.41,0,0,0,0,0,1,593.93,0,0,108,8,129,62,714,1,0,B2
3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13100,0,0,0,0,0,0,0,0,0,0,0,42,14,101,69,684,1,1,B1
2.3,1,248.91,2,1248.4,11,1,0,0,0,0,1,5256.04,1,592.74,0,0,0,0,0,0,0,0,0,0,0,1,1235.69,1,0,,,,,770,1,0,B3
,1,48.25,2,915.43,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4784.66,0,0,83,8.5,121,34,568,1,0,B3
28.5,0,0,0,0,0,0,0,0,0,0,1,6614.82,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.69,0,0,19,4.5,97,42,628,1,1,B4
3.9,1,3676.58,3,2624.28,3,1,0,0,0,0,1,246.05,1,53.65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64,8.5,115,77,766,1,0,B4
0.6,1,830.67,2,1710.49,4,0,0,0,0,3,0,0,1,93.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,670,1,0,B2
0.8,1,933.44,2,659.69,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,15722.91,0,0,0,0,0,18,10,104,69,683,1,0,B2
1.3,1,807.36,5,1340.68,3,0,1,5.53,0,0,0,0,1,2808.61,1,18.16,0,0,0,0,0,0,0,0,0,0,0,0,0,82,8,126,18,578,1,1,B16
2.5,1,514.92,4,1405.24,2,0,0,0,0,1,1,101.68,1,2262.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,7.5,124,33,635,1,0,B16
,1,4312.27,2,1666.18,7,1,0,0,,6,0,0,0,0,,,1,19400,0,0,,,1,17850.1,0,,,,1,10,12.5,91,63,719,1,0,B14
0.6,1,2515.75,2,4784.27,16,0,0,0,,1,1,5073.57,1,5388.42,,,0,0,0,0,,,0,0,0,,,,1,8,5,94,,,1,1,B15
0.9,1,618.85,2,572.45,2,0,0,0,1,1,1,421.78,0,0,0,0,0,0,0,0,0,0,0,0,0,1,153.62,0,0,,,,,713,1,1,B3
,0,0,0,0,0,0,0,0,0,0,1,3803.01,0,0,0,0,0,0,0,0,0,0,1,14140.27,2,1,8052.95,2,0,15,5,91,37,666,1,1,B4
,1,184.97,6,2771.18,18,0,0,0,5,12,1,673.66,1,839.36,1,39.85,0,0,0,0,0,0,0,0,0,1,16022.01,0,1,40,3,110,48,645,1,1,B13
3.9,1,1833.56,1,1354.56,0,0,0,0,0,0,0,0,1,1546.01,0,0,0,0,0,0,0,0,0,0,0,1,178104.82,1,0,45,6,105,55,682,1,0,B16
15.4,0,0,0,0,0,0,0,0,0,0,1,66904.03,0,0,0,0,0,0,1,0,0,0,1,5692.9,0,1,0,0,1,60,5,127,62,668,1,1,B5
0.8,1,8682.3,1,1597.91,2,0,0,0,0,0,0,0,1,503.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,4.5,141,29,634,1,1,B3
3.7,1,729.33,8,3026.19,13,1,0,0,1,0,0,0,1,3219.3,9,319.89,0,0,0,0,0,0,0,0,0,1,1055.07,0,0,13,4,99,44,633,1,1,B3
4.4,1,419.69,2,1196.29,7,1,0,0,0,0,0,0,1,594.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34,6,117,47,668,1,0,B2
3,1,407.32,1,394.71,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,2.5,132,40,651,1,0,B1
4.3,1,2501.05,1,2065.34,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16665.38,1,1,2048.58,0,0,49,1.5,126,31,613,1,0,B2
3.3,0,0,0,0,0,0,0,0,0,0,1,17418.03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,4.5,96,24,618,1,1,B16
1,1,-76.54,2,358.53,0,0,0,0,0,3,0,0,1,454.7,4,46.28,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9.5,87,32,591,1,0,B7
4.8,1,275.14,1,315.11,2,0,0,0,,1,0,0,0,0,,,0,0,0,0,,,0,0,0,,,,0,38,9,112,47,700,1,0,B19
4.4,1,890.78,3,2933.78,11,0,0,0,0,1,1,9905.83,1,2151.15,0,0,0,0,0,0,0,0,0,0,0,1,3572.48,0,0,13,8.5,91,69,692,1,1,B2
4.5,1,244.83,6,2802.16,18,0,0,0,0,2,1,510.26,1,1486.74,0,0,0,0,0,0,0,0,0,0,0,1,713.43,0,0,89,7.5,124,25,644,1,0,B6
4.2,0,0,0,0,0,0,0,0,0,0,1,7249.76,0,0,0,0,0,0,1,6645.09,0,0,0,0,0,1,362328.79,1,1,30,7,106,74,650,1,0,B1
2.2,0,0,0,0,0,0,0,0,,0,1,10889.59,1,20828.54,,,0,0,0,0,,,0,0,0,,,,0,25,7.5,94,62,712,1,0,B14
1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15011.97,0,0,0,0,0,6,7.5,92,54,704,0,1,B1
2.3,0,0,0,0,0,0,0,0,0,0,1,195.14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,246743.59,0,0,100,4,148,52,684,1,0,B8
4.6,1,1449.68,3,1435.45,7,0,0,0,0,0,0,0,1,1875.92,0,0,0,0,0,0,0,0,0,0,0,1,13101.87,0,0,,,,,658,1,0,B2
3.6,1,16681.86,3,5668.71,8,1,0,0,0,0,0,0,1,39178.76,10,237.65,0,0,0,0,0,0,1,26538.48,1,0,0,0,1,64,6.5,134,76,721,1,1,B2
1.6,1,266.76,5,2268.74,8,0,0,0,,3,0,0,0,0,,,0,0,0,0,,,0,0,0,,,,0,50,8,102,71,712,1,0,B15
